"","city","driver_count","type","date","fare","ride_id"
"66","Bethanyland",22,"Suburban","5/3/2019 4:50",40.85,6.70064e+12
"67","Bethanyland",22,"Suburban","3/15/2019 19:42",37.09,6.24319e+12
"68","Bethanyland",22,"Suburban","2/11/2019 17:43",23.06,4.37474e+12
"69","Bethanyland",22,"Suburban","2/8/2019 19:50",28.27,5.51853e+12
"70","Bethanyland",22,"Suburban","3/6/2019 10:01",13.86,8.57176e+12
"71","Bethanyland",22,"Suburban","4/1/2019 22:04",38.71,8.22108e+12
"72","Bethanyland",22,"Suburban","1/25/2019 1:04",41.85,5.32729e+12
"73","Bethanyland",22,"Suburban","3/23/2019 21:53",40.07,6.35881e+11
"74","Bethanyland",22,"Suburban","2/3/2019 5:47",22.82,9.67569e+12
"75","Bradshawfurt",7,"Rural","2/23/2019 12:00",37.05,2.06842e+12
"76","Bradshawfurt",7,"Rural","1/19/2019 20:21",56.78,1.2534e+12
"77","Bradshawfurt",7,"Rural","4/7/2019 21:12",49.7,5.08881e+12
"78","Bradshawfurt",7,"Rural","2/18/2019 22:21",34.32,8.882e+12
"79","Bradshawfurt",7,"Rural","3/6/2019 21:44",19.74,6.08037e+12
"80","Bradshawfurt",7,"Rural","3/24/2019 7:34",19.89,7.8674e+12
"81","Bradshawfurt",7,"Rural","3/24/2019 18:53",57.51,2.302e+12
"82","Bradshawfurt",7,"Rural","1/30/2019 10:55",51.39,1.32827e+12
"83","Bradshawfurt",7,"Rural","4/8/2019 13:46",55.19,1.74295e+12
"84","Bradshawfurt",7,"Rural","4/10/2019 9:47",19.07,7.39305e+11
"85","Brandonfort",10,"Suburban","2/6/2019 2:32",35.41,5.05322e+12
"86","Brandonfort",10,"Suburban","3/16/2019 20:49",19.23,4.3587e+12
"87","Brandonfort",10,"Suburban","5/2/2019 3:14",48.63,4.44358e+12
"88","Brandonfort",10,"Suburban","4/19/2019 5:52",44.24,1.39834e+12
"89","Brandonfort",10,"Suburban","3/26/2019 19:35",19.22,8.65846e+12
"90","Brandonfort",10,"Suburban","3/13/2019 23:19",21.62,9.83955e+12
"91","Brandonfort",10,"Suburban","3/3/2019 4:25",46.01,2.28616e+12
"92","Brandonfort",10,"Suburban","1/30/2019 1:51",17.5,6.47722e+12
"93","Brandonfort",10,"Suburban","1/2/2019 1:41",49.95,1.29847e+12
"94","Brandonfort",10,"Suburban","4/7/2019 0:42",35.76,2.96585e+12
"95","Brandonfort",10,"Suburban","4/4/2019 21:13",21.56,8.10843e+12
"96","Brandonfort",10,"Suburban","4/8/2019 20:02",35.64,6.10953e+12
"97","Brandonfort",10,"Suburban","3/22/2019 16:17",38.66,4.74854e+12
"98","Brandonfort",10,"Suburban","1/14/2019 12:35",28.02,8.10026e+12
"99","Brandonfort",10,"Suburban","1/11/2019 16:25",37.35,8.70194e+12
"100","Brandonfort",10,"Suburban","4/15/2019 4:12",47.17,7.38801e+12
"101","Brandonfort",10,"Suburban","1/10/2019 11:10",40.2,9.84078e+12
"102","Brandonfort",10,"Suburban","3/19/2019 5:49",45.52,2.01086e+11
"103","Brandonfort",10,"Suburban","5/3/2019 2:01",41.62,3.18313e+12
"104","Carriemouth",52,"Urban","3/26/2019 10:39",26.91,7.85248e+12
"105","Carriemouth",52,"Urban","2/4/2019 0:29",24.87,6.0156e+12
"106","Carriemouth",52,"Urban","4/1/2019 0:35",27.84,6.58983e+12
"107","Carriemouth",52,"Urban","3/25/2019 21:25",26.4,4.29352e+12
"108","Carriemouth",52,"Urban","2/21/2019 15:09",23.48,4.75731e+12
"109","Carriemouth",52,"Urban","1/4/2019 15:56",31.99,4.87254e+12
"110","Carriemouth",52,"Urban","4/28/2019 14:28",11.46,6.99185e+12
"111","Carriemouth",52,"Urban","5/8/2019 4:20",21.99,1.17998e+11
"112","Carriemouth",52,"Urban","4/15/2019 8:00",40.03,2.66793e+12
"113","Carriemouth",52,"Urban","3/8/2019 13:35",34.32,7.98492e+12
"114","Carriemouth",52,"Urban","4/4/2019 13:22",12.91,4.27669e+12
"115","Carriemouth",52,"Urban","4/18/2019 17:01",37.63,7.73687e+12
"116","Carriemouth",52,"Urban","4/28/2019 9:25",37.35,4.81235e+12
"117","Carriemouth",52,"Urban","4/5/2019 2:03",38.17,8.1612e+12
"118","Carriemouth",52,"Urban","3/27/2019 2:11",38.69,4.40712e+12
"119","Carriemouth",52,"Urban","2/17/2019 5:01",22.66,3.71794e+12
"120","Carriemouth",52,"Urban","2/25/2019 8:26",32.37,6.91843e+12
"121","Carriemouth",52,"Urban","5/4/2019 10:28",41.54,1.10233e+12
"122","Carriemouth",52,"Urban","3/21/2019 15:40",44.64,9.56084e+12
"123","Carriemouth",52,"Urban","5/1/2019 4:53",10.97,8.79211e+12
"124","Carriemouth",52,"Urban","3/11/2019 21:35",16.78,1.51939e+12
"125","Carriemouth",52,"Urban","2/21/2019 16:38",44.18,4.52859e+12
"126","Carriemouth",52,"Urban","3/2/2019 15:40",28.04,5.13854e+12
"127","Carriemouth",52,"Urban","1/15/2019 6:27",24.13,7.41768e+12
"128","Carriemouth",52,"Urban","4/27/2019 20:41",8.28,4.51752e+11
"129","Carriemouth",52,"Urban","3/8/2019 9:53",37.81,7.35066e+12
"130","Carriemouth",52,"Urban","2/26/2019 5:24",19.05,1.9546e+12
"131","Christopherfurt",41,"Urban","3/25/2019 20:35",23.38,4.99819e+11
"132","Christopherfurt",41,"Urban","2/8/2019 11:46",25.76,9.51781e+11
"133","Christopherfurt",41,"Urban","4/9/2019 0:32",29.96,9.82584e+12
"134","Christopherfurt",41,"Urban","2/4/2019 12:11",41.12,8.0774e+11
"135","Christopherfurt",41,"Urban","4/13/2019 8:29",37.22,3.28805e+12
"136","Christopherfurt",41,"Urban","3/30/2019 13:15",31.3,7.45713e+12
"137","Christopherfurt",41,"Urban","3/18/2019 9:24",7.45,4.45122e+12
"138","Christopherfurt",41,"Urban","4/17/2019 22:12",32.39,6.53652e+11
"139","Christopherfurt",41,"Urban","1/30/2019 22:09",6.32,4.28978e+12
"140","Christopherfurt",41,"Urban","3/16/2019 19:46",19.61,2.29037e+12
"141","Christopherfurt",41,"Urban","5/3/2019 12:46",14.43,5.64493e+12
"142","Christopherfurt",41,"Urban","3/25/2019 17:11",7.19,6.89268e+12
"143","Christopherfurt",41,"Urban","3/15/2019 10:22",34.09,1.26452e+12
"144","Christopherfurt",41,"Urban","4/6/2019 22:33",27.46,7.39994e+12
"145","Christopherfurt",41,"Urban","4/17/2019 2:25",23.3,7.81906e+12
"146","Christopherfurt",41,"Urban","5/7/2019 17:27",6.39,7.60801e+12
"147","Christopherfurt",41,"Urban","3/13/2019 1:47",32.05,2.78882e+12
"148","Christopherfurt",41,"Urban","2/23/2019 8:31",15.61,8.29529e+12
"149","Christopherfurt",41,"Urban","3/10/2019 7:36",22.65,5.00464e+12
"150","Christopherfurt",41,"Urban","4/14/2019 3:24",39.91,2.53266e+11
"151","Christopherfurt",41,"Urban","2/12/2019 14:24",11.7,8.49351e+12
"152","Christopherfurt",41,"Urban","4/4/2019 1:11",24.47,5.71641e+11
"153","Christopherfurt",41,"Urban","1/4/2019 4:30",15.47,1.47116e+12
"154","Christopherfurt",41,"Urban","3/12/2019 9:22",35.57,8.28613e+12
"155","Christopherfurt",41,"Urban","1/5/2019 22:21",33.51,1.90103e+12
"156","Christopherfurt",41,"Urban","4/12/2019 14:37",22.91,5.92812e+12
"157","Christopherfurt",41,"Urban","2/24/2019 2:56",40.33,9.58419e+12
"158","Colemanland",23,"Suburban","2/28/2019 21:02",35.07,8.31333e+12
"159","Colemanland",23,"Suburban","1/10/2019 6:49",27.7,8.70407e+12
"160","Colemanland",23,"Suburban","3/2/2019 2:11",36.81,1.16924e+11
"161","Colemanland",23,"Suburban","5/4/2019 4:24",12.62,4.90271e+12
"162","Colemanland",23,"Suburban","4/29/2019 7:09",34.77,3.00413e+11
"163","Colemanland",23,"Suburban","2/20/2019 4:19",43.09,8.70031e+12
"164","Colemanland",23,"Suburban","1/11/2019 0:28",49.28,4.06453e+12
"165","Colemanland",23,"Suburban","4/22/2019 7:16",31.43,8.42816e+12
"166","Colemanland",23,"Suburban","3/5/2019 4:33",13.39,8.89492e+12
"167","Colemanland",23,"Suburban","1/19/2019 15:24",24.4,6.65256e+12
"168","Colemanland",23,"Suburban","4/23/2019 17:09",16.1,3.62574e+12
"169","Colemanland",23,"Suburban","2/16/2019 3:51",15.04,4.02729e+12
"170","Colemanland",23,"Suburban","1/22/2019 10:21",46.43,3.16207e+12
"171","Colemanland",23,"Suburban","4/16/2019 18:17",42.08,9.74604e+12
"172","Colemanland",23,"Suburban","2/19/2019 2:23",23.45,1.22468e+12
"173","Colemanland",23,"Suburban","2/10/2019 3:12",35.76,8.31309e+12
"174","Colemanland",23,"Suburban","4/5/2019 5:23",43.91,3.89097e+11
"175","Colemanland",23,"Suburban","2/1/2019 20:59",16.11,7.60029e+12
"176","Colemanland",23,"Suburban","1/1/2019 0:46",47.74,2.21591e+12
"177","Colemanland",23,"Suburban","4/20/2019 2:52",20.83,2.98157e+12
"178","Colemanland",23,"Suburban","2/26/2019 17:44",32.7,7.01549e+12
"179","Colemanland",23,"Suburban","2/21/2019 22:04",30.97,4.04653e+12
"180","Davidfurt",23,"Suburban","3/9/2019 23:07",26.24,4.65249e+12
"181","Davidfurt",23,"Suburban","4/3/2019 17:52",21.29,3.93429e+12
"182","Davidfurt",23,"Suburban","4/27/2019 23:52",45.98,5.455e+12
"183","Davidfurt",23,"Suburban","2/20/2019 1:41",46.67,2.88213e+12
"184","Davidfurt",23,"Suburban","2/3/2019 13:58",33.84,7.1593e+12
"185","Davidfurt",23,"Suburban","1/5/2019 13:42",31.48,1.95392e+12
"186","Davidfurt",23,"Suburban","2/12/2019 10:07",49.55,3.63931e+12
"187","Davidfurt",23,"Suburban","2/1/2019 4:21",20.44,1.85974e+11
"188","Davidfurt",23,"Suburban","4/18/2019 15:43",47.3,8.28934e+12
"189","Davidfurt",23,"Suburban","3/15/2019 5:02",48.34,2.4061e+12
"190","Davidfurt",23,"Suburban","2/18/2019 7:04",17.06,2.08406e+12
"191","Davidfurt",23,"Suburban","2/5/2019 18:23",27.55,6.57488e+12
"192","Davidfurt",23,"Suburban","4/6/2019 15:38",17.99,8.57811e+12
"193","Davidfurt",23,"Suburban","3/26/2019 4:20",28.69,5.1035e+12
"194","Davidfurt",23,"Suburban","1/17/2019 17:58",28.28,6.64786e+12
"195","Davidfurt",23,"Suburban","2/3/2019 3:14",40.18,8.11698e+12
"196","Davidfurt",23,"Suburban","5/7/2019 14:38",13.05,1.12652e+11
"197","Deanville",49,"Urban","1/28/2019 3:13",31.65,6.4977e+11
"198","Deanville",49,"Urban","3/29/2019 4:07",5.32,2.61267e+12
"199","Deanville",49,"Urban","4/21/2019 23:32",33.37,7.76308e+12
"200","Deanville",49,"Urban","4/15/2019 1:36",24.3,1.0653e+12
"201","Deanville",49,"Urban","3/5/2019 12:05",11.16,4.73702e+12
"202","Deanville",49,"Urban","4/1/2019 0:11",22.65,7.00278e+12
"203","Deanville",49,"Urban","1/12/2019 7:32",39.45,4.19668e+11
"204","Deanville",49,"Urban","4/26/2019 4:05",28.44,3.32616e+12
"205","Deanville",49,"Urban","3/7/2019 7:21",31.08,9.71126e+12
"206","Deanville",49,"Urban","2/8/2019 23:33",21.22,4.78681e+12
"207","Deanville",49,"Urban","5/1/2019 21:53",8.28,5.92955e+11
"208","Deanville",49,"Urban","1/7/2019 19:34",21.5,9.422e+12
"209","Deanville",49,"Urban","3/5/2019 9:44",42.79,3.62495e+12
"210","Deanville",49,"Urban","1/29/2019 21:11",25.39,9.62339e+12
"211","Deanville",49,"Urban","4/25/2019 3:29",41.52,6.05593e+12
"212","Deanville",49,"Urban","1/4/2019 13:30",4.56,6.42311e+12
"213","Deanville",49,"Urban","1/23/2019 13:00",42.45,7.28621e+12
"214","Deanville",49,"Urban","3/24/2019 0:26",30.55,5.27611e+12
"215","Deanville",49,"Urban","2/17/2019 15:51",25.33,2.74947e+12
"216","East Aaronbury",7,"Suburban","1/10/2019 8:33",23.02,9.26542e+12
"217","East Aaronbury",7,"Suburban","2/24/2019 16:37",36.88,9.77719e+12
"218","East Aaronbury",7,"Suburban","1/27/2019 9:53",28.56,5.98108e+12
"219","East Aaronbury",7,"Suburban","4/8/2019 18:59",21.29,6.30561e+11
"220","East Aaronbury",7,"Suburban","4/4/2019 6:02",16.9,7.21704e+12
"221","East Aaronbury",7,"Suburban","3/16/2019 11:15",20.59,6.15302e+12
"222","East Aaronbury",7,"Suburban","3/19/2019 10:43",20.04,4.11747e+12
"223","East Aaronbury",7,"Suburban","4/19/2019 17:18",29.27,7.20171e+12
"224","East Aaronbury",7,"Suburban","4/11/2019 3:24",34.4,6.54091e+12
"225","East Danielview",22,"Suburban","2/25/2019 3:54",26.33,5.13607e+11
"226","East Danielview",22,"Suburban","3/4/2019 4:10",17.89,7.64021e+12
"227","East Danielview",22,"Suburban","4/16/2019 21:06",42.94,7.30379e+12
"228","East Danielview",22,"Suburban","5/2/2019 19:46",19.41,8.11909e+12
"229","East Danielview",22,"Suburban","2/4/2019 11:01",38.38,2.52868e+12
"230","East Danielview",22,"Suburban","3/2/2019 2:47",14.32,2.1061e+12
"231","East Danielview",22,"Suburban","2/28/2019 20:26",42.71,2.32233e+12
"232","East Danielview",22,"Suburban","3/27/2019 16:22",36,1.41074e+12
"233","East Danielview",22,"Suburban","1/15/2019 3:55",21.97,2.3248e+11
"234","East Danielview",22,"Suburban","4/19/2019 10:36",28.28,1.49456e+11
"235","East Danielview",22,"Suburban","5/4/2019 2:14",40.02,3.64076e+12
"236","East Danielview",22,"Suburban","4/26/2019 8:14",40.76,2.97066e+12
"237","East Danielview",22,"Suburban","1/25/2019 11:58",48.32,1.83167e+12
"238","East Danielview",22,"Suburban","2/19/2019 4:44",31.72,7.45253e+12
"239","East Danielview",22,"Suburban","2/14/2019 20:03",20.26,7.52786e+12
"240","East Danielview",22,"Suburban","5/3/2019 18:09",48.24,3.3281e+12
"241","East Danielview",22,"Suburban","4/7/2019 6:31",18.98,6.29412e+12
"242","East Kaylahaven",65,"Urban","1/11/2019 10:41",8.02,9.77856e+12
"243","East Kaylahaven",65,"Urban","2/10/2019 12:42",6.69,6.07184e+12
"244","East Kaylahaven",65,"Urban","4/2/2019 7:05",9.67,2.08846e+12
"245","East Kaylahaven",65,"Urban","2/28/2019 4:13",25.96,3.66252e+12
"246","East Kaylahaven",65,"Urban","1/7/2019 20:29",5.56,4.65764e+12
"247","East Kaylahaven",65,"Urban","1/29/2019 6:40",26.79,5.03819e+12
"248","East Kaylahaven",65,"Urban","1/24/2019 16:52",31.4,7.43041e+12
"249","East Kaylahaven",65,"Urban","3/23/2019 10:48",4.64,1.90804e+12
"250","East Kaylahaven",65,"Urban","4/4/2019 2:35",23.18,57422927996
"251","East Kaylahaven",65,"Urban","2/11/2019 0:24",43.19,8.67104e+12
"252","East Kaylahaven",65,"Urban","1/17/2019 10:15",40.82,6.34249e+12
"253","East Kaylahaven",65,"Urban","4/6/2019 16:17",35.79,8.9306e+12
"254","East Kaylahaven",65,"Urban","2/23/2019 0:41",15.94,1.60239e+12
"255","East Kaylahaven",65,"Urban","2/28/2019 16:46",33.72,1.22492e+12
"256","East Kaylahaven",65,"Urban","1/29/2019 13:01",9.81,2.05842e+12
"257","East Kaylahaven",65,"Urban","1/4/2019 23:57",24.37,5.7352e+12
"258","East Kaylahaven",65,"Urban","1/21/2019 16:07",36.89,2.41125e+12
"259","East Kaylahaven",65,"Urban","3/27/2019 0:44",25.29,4.84074e+12
"260","East Kaylahaven",65,"Urban","4/17/2019 0:28",41.19,6.32034e+11
"261","East Kaylahaven",65,"Urban","4/9/2019 16:57",10.03,8.03681e+12
"262","East Kaylahaven",65,"Urban","1/29/2019 7:28",41.62,7.15722e+12
"263","East Kaylahaven",65,"Urban","3/17/2019 23:54",8.62,1.95343e+12
"264","East Kaylahaven",65,"Urban","2/4/2019 2:25",38.13,2.8893e+12
"265","East Kaylahaven",65,"Urban","3/24/2019 13:53",32.21,6.71006e+12
"266","East Kaylahaven",65,"Urban","4/30/2019 8:22",37.41,1.75979e+12
"267","East Kaylahaven",65,"Urban","2/11/2019 21:07",4.75,9.78298e+12
"268","East Kaylahaven",65,"Urban","3/1/2019 15:07",23.45,3.21997e+12
"269","East Kaylahaven",65,"Urban","2/16/2019 21:02",34.42,7.99961e+12
"270","East Kaylahaven",65,"Urban","3/21/2019 22:54",9.42,1.46826e+12
"271","East Kentstad",20,"Suburban","4/19/2019 14:47",44.82,7.4976e+11
"272","East Kentstad",20,"Suburban","3/18/2019 11:45",33.83,6.26555e+11
"273","East Kentstad",20,"Suburban","4/12/2019 15:21",17.26,8.43953e+12
"274","East Kentstad",20,"Suburban","1/26/2019 4:48",39.19,9.30935e+12
"275","East Kentstad",20,"Suburban","1/10/2019 11:15",24.65,7.20195e+12
"276","East Kentstad",20,"Suburban","4/19/2019 21:05",22.42,1.13656e+12
"277","East Kentstad",20,"Suburban","3/4/2019 21:52",20.83,2.47007e+12
"278","East Kentstad",20,"Suburban","5/1/2019 17:35",39.29,1.98661e+12
"279","East Kentstad",20,"Suburban","5/7/2019 13:29",38.74,41356844955
"280","East Kentstad",20,"Suburban","4/10/2019 20:44",21.38,9.07891e+12
"281","East Kentstad",20,"Suburban","1/22/2019 20:43",35.01,8.75087e+12
"282","East Kentstad",20,"Suburban","3/24/2019 2:53",31.53,1.90726e+12
"283","East Kentstad",20,"Suburban","4/7/2019 19:44",18.75,6.57596e+12
"284","East Marymouth",5,"Suburban","1/16/2019 15:44",46.2,1.18197e+12
"285","East Marymouth",5,"Suburban","2/4/2019 19:03",31.44,9.30907e+12
"286","East Marymouth",5,"Suburban","3/29/2019 8:36",37.6,6.37086e+12
"287","East Marymouth",5,"Suburban","4/12/2019 6:51",33.18,9.39326e+12
"288","East Marymouth",5,"Suburban","5/1/2019 20:10",13.17,9.05267e+12
"289","East Marymouth",5,"Suburban","3/22/2019 21:54",14.13,6.50276e+12
"290","East Marymouth",5,"Suburban","2/21/2019 19:36",41.21,2.45224e+12
"291","East Marymouth",5,"Suburban","3/13/2019 8:07",27.54,9.78379e+12
"292","East Marymouth",5,"Suburban","5/6/2019 22:39",34.12,9.2158e+12
"293","East Marymouth",5,"Suburban","3/5/2019 19:06",25.44,7.45116e+12
"294","East Marymouth",5,"Suburban","1/11/2019 2:12",12.21,56113993388
"295","East Marymouth",5,"Suburban","4/23/2019 14:20",33.66,8.23818e+12
"296","East Marymouth",5,"Suburban","2/12/2019 23:18",47.41,7.40966e+12
"297","East Marymouth",5,"Suburban","2/24/2019 18:02",27.38,5.22442e+12
"298","East Marymouth",5,"Suburban","3/12/2019 10:46",38.26,5.23767e+12
"299","East Marymouth",5,"Suburban","1/27/2019 12:18",43.06,6.91138e+12
"300","East Marymouth",5,"Suburban","1/19/2019 19:28",29.94,3.88682e+11
"301","East Marymouth",5,"Suburban","5/4/2019 23:18",39.07,4.4593e+12
"302","East Marymouth",5,"Suburban","4/27/2019 5:31",36.11,8.30746e+12
"303","East Marymouth",5,"Suburban","4/2/2019 1:04",20,9.37293e+12
"304","East Marymouth",5,"Suburban","1/23/2019 6:04",24.91,5.9999e+12
"305","East Marymouth",5,"Suburban","3/21/2019 11:01",17.43,1.62134e+12
"306","East Marymouth",5,"Suburban","3/8/2019 4:55",43.79,1.70317e+12
"307","East Marymouth",5,"Suburban","4/3/2019 12:18",26.93,3.38403e+12
"308","East Marymouth",5,"Suburban","4/9/2019 1:04",29.03,8.44287e+12
"309","East Marymouth",5,"Suburban","4/4/2019 10:59",23.38,8.03394e+12
"310","East Marymouth",5,"Suburban","3/6/2019 14:00",35.95,5.14728e+12
"311","Erikaland",37,"Urban","2/11/2019 3:01",35.89,1.69228e+12
"312","Erikaland",37,"Urban","2/18/2019 7:47",20.62,3.29415e+12
"313","Erikaland",37,"Urban","5/7/2019 11:23",22.72,5.59043e+12
"314","Erikaland",37,"Urban","4/13/2019 12:26",25.22,4.84717e+12
"315","Erikaland",37,"Urban","2/5/2019 4:51",14.13,9.87719e+12
"316","Erikaland",37,"Urban","3/17/2019 16:51",39.58,6.42263e+12
"317","Erikaland",37,"Urban","4/25/2019 11:18",34.05,5.67382e+12
"318","Erikaland",37,"Urban","3/27/2019 8:27",26.25,4.8088e+12
"319","Erikaland",37,"Urban","3/11/2019 2:19",27.39,1.32014e+11
"320","Erikaland",37,"Urban","3/24/2019 9:50",4.07,6.56168e+12
"321","Erikaland",37,"Urban","3/27/2019 13:11",36.52,2.19595e+12
"322","Erikaland",37,"Urban","2/21/2019 20:28",12.44,2.70509e+12
"323","Garzaport",7,"Rural","5/6/2019 16:57",18.9,8.8267e+12
"324","Garzaport",7,"Rural","4/17/2019 1:48",17.31,6.09241e+12
"325","Garzaport",7,"Rural","2/18/2019 18:27",36.16,2.92834e+12
"326","Grahamburgh",61,"Urban","2/21/2019 6:55",22.65,8.16396e+11
"327","Grahamburgh",61,"Urban","2/23/2019 14:58",41.98,3.68757e+12
"328","Grahamburgh",61,"Urban","1/3/2019 15:37",17.61,7.87723e+12
"329","Grahamburgh",61,"Urban","1/18/2019 7:41",23.35,8.08454e+12
"330","Grahamburgh",61,"Urban","3/16/2019 10:03",30.66,4.73969e+12
"331","Grahamburgh",61,"Urban","1/28/2019 15:40",44.91,2.58537e+11
"332","Grahamburgh",61,"Urban","2/17/2019 9:54",30.25,4.04793e+12
"333","Grahamburgh",61,"Urban","3/24/2019 13:39",32.17,2.40024e+12
"334","Grahamburgh",61,"Urban","1/15/2019 11:44",40.69,3.07021e+11
"335","Grahamburgh",61,"Urban","3/12/2019 2:44",22.97,4.89801e+12
"336","Grahamburgh",61,"Urban","4/6/2019 13:48",23.87,1.46825e+12
"337","Grahamburgh",61,"Urban","4/20/2019 21:40",40.06,5.16183e+12
"338","Grahamburgh",61,"Urban","3/19/2019 14:30",33.14,4.37743e+12
"339","Grahamburgh",61,"Urban","3/11/2019 8:09",34.53,1.66809e+12
"340","Grahamburgh",61,"Urban","2/2/2019 3:52",22.53,6.58308e+12
"341","Grahamburgh",61,"Urban","2/25/2019 12:18",14.51,6.15711e+12
"342","Grahamburgh",61,"Urban","1/9/2019 7:00",13.55,5.4626e+12
"343","Grahamburgh",61,"Urban","3/27/2019 22:14",4.63,7.32444e+12
"344","Grahamburgh",61,"Urban","3/4/2019 22:51",34.93,5.941e+12
